GlobalID,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangedInThisVersionInd,ChangeNotes,TechnicalName,TableName,Domain
486,Type of Use of the Rural Low-Income Schools Program,Type of Use of the RLIS Program,The type of use of the Rural Low-Income Schools Program (RLIS) (Title VI," Part B"," Subpart 2) Grant Funds.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19477,10,19477,TypeOfUseOfTheRLISProgram,,
487,Title III Professional Development Type,,The type of Title III professional development utilized.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19478,10,19478,,,TitleIIIProfessionalDevelopmentType,,
488,Disciplinary Action Taken,,Identifies the consequences of an incident for the student(s) involved in an incident as perpetrator(s).,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19479,10,19479,,,DisciplinaryActionTaken,,
490,Prekindergarten Daily Length,,The portion of a day that a pre-kindergarten program is provided to the students it serves.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19481,10,19481,,,PrekindergartenDailyLength,,
491,Kindergarten Daily Length,,The portion of a day that a kindergarten program is provided to the students it serves.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19482,10,19482,,,KindergartenDailyLength,,
494,Calendar Code,,A unique number assigned by a school district to a school calendar.,Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19485,10,19485,,,CalendarCode,,
495,Calendar Description,,A description or identification of the calendar.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19486,10,19486,,,CalendarDescription,,
496,Days in Session,,The total number of days that the school was or is anticipated to be in session during the school year. Also included are days on which the education institution facility is closed and the student body as a whole is engaged in planned activities off-campus under the guidance and direction of staff members.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19487,10,19487,,,DaysInSession,,
497,First Instruction Date,,The year," month and day of the first day of student instruction for the school year.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19488,10,19488,,FirstInstructionDate,,
498,Last Instruction Date,,The year," month and day of the last day of student instruction (including days or times that students are present for purposes of testing and/or evaluation"," but not including whole or part-days whose sole purposes is for distribution of report cards).",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19489,10,19489,LastInstructionDate,,
499,Instructional Minutes,,The total number of instruction minutes in a given session," as determined by time in class"," time on task (e.g."," engaged in a class)"," or as estimated by a qualified course designer.",Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19490,InstructionalMinutes,,
500,Minutes Per Day,,The number of minutes in the day in which the school is normally in session.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19491,10,19491,,,MinutesPerDay,,
501,Incident Identifier,,A locally assigned unique identifier (within the school or school district) to identify each specific incident or occurrence. The same identifier should be used to document the entire incident even if it included multiple offenses and multiple offenders.,Alphanumeric - 40 characters maximum,FALSE,"CEDS ""Identifier"" elements reflect the intent of the XSD:Token format"," i.e. a string in which carriage return"," line feed"," and tab characters have been removed as well as any internal sequences of two or more spaces and any leading or trailing spaces. &lt;br/&gt;&lt;br/&gt;An Identifier MAY be a Universally Unique Identifier (UUID) / Globally Unique Identifier (GUID)"," i.e.128-bit unique identifiers generated according to the algorithms and encoding standards of RFC 4122.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19492,IncidentIdentifier,,
502,Incident Date,,The year," month and day on which the incident occurred.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19493,10,19493,,IncidentDate,,
503,Incident Time,,An indication of the time of day the incident took place.,HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19494,10,19494,,,IncidentTime,,
504,Facilities Identifier,,A locally assigned unique number or alphanumeric code used to capture precise information on locations specific to a school (e.g.," building number"," class number"," hall number"," school bus number"," computer station number"," or internet protocol (IP) address).",Alphanumeric - 40 characters maximum,FALSE,FacilitiesIdentifier,,
505,Incident Cost,,The value of any quantifiable monetary loss directly resulting from the incident. Examples include the value of repairs necessitated by vandalism of a school facility," the value of personnel resources used for repairs or consumed by the incident"," the value of stolen items"," and the value of time consumed by an incident (e.g."," instructional time involved in evacuating a school during a false fire alarm).  Cost may be reported by specific monetary amount or range.",Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19496,IncidentCost,,
506,Incident Reporter Type,,Information on the type of person who reported the incident. When known and/or if useful," use a more specific option code (e.g."," ""Counselor"" rather than ""Professional Staff"").",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19497,10,19497,IncidentReporterType,,
507,Reporter Identifier,,Identifies the reporter of the incident using  a pre-existing unique student identifier or unique staff identifier," when the reporter is a student or staff member.",Alphanumeric - 40 characters maximum,FALSE,"CEDS ""Identifier"" elements reflect the intent of the XSD:Token format"," i.e. a string in which carriage return"," line feed"," and tab characters have been removed as well as any internal sequences of two or more spaces and any leading or trailing spaces. &lt;br/&gt;&lt;br/&gt;An Identifier MAY be a Universally Unique Identifier (UUID) / Globally Unique Identifier (GUID)"," i.e.128-bit unique identifiers generated according to the algorithms and encoding standards of RFC 4122.",ReporterIdentifier,,
508,Incident Description,,The description for an incident.,Alphanumeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19499,10,19499,,,IncidentDescription,,
509,Incident Behavior,,Categories of behavior coded for use in describing an incident.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19500,10,19500,,,IncidentBehavior,,
510,Incident Injury Type,,An indication of the occurrence of physical injury to participants involved in the incident and," if so"," the level of injury sustained.",,TRUE,Incident Injury Type can be linked to any person involved in the incident.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19501,10,19501,IncidentInjuryType,,
511,Duration of Disciplinary Action,,The length," in school days"," of the disciplinary action.",Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19502,10,19502,DurationOfDisciplinaryAction,,
512,Related to Zero Tolerance Policy,,An indication of whether or not any of the disciplinary actions taken against a student were imposed as a consequence of state or local zero tolerance policies.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19503,10,19503,,,RelatedToZeroTolerancePolicy,,
513,Full Year Expulsion,,An expulsion with or without services for a period of one full year (i.e.," 365 days).",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19504,10,19504,,FullYearExpulsion,,
514,Shortened Expulsion,,An expulsion with or without services that is shortened to a term of less than one year by the superintendent or chief administrator of a school district.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19505,10,19505,,,ShortenedExpulsion,,
515,Incident Time Description Code,,A code for the description of the time of day that an incident took place.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19506,10,19506,,,IncidentTimeDescriptionCode,,
364,Classroom Identifier,,A unique number or alphanumeric code assigned to a room by a school," school system"," state"," or other agency or entity.",Alphanumeric - 40 characters maximum,FALSE,"CEDS ""Identifier"" elements reflect the intent of the XSD:Token format"," i.e. a string in which carriage return"," line feed",ClassroomIdentifier,,
517,Course Description,,A description of the course content and/or goals. Reference may be made to state or national content standards.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19508,10,19508,,,CourseDescription,,
518,Core Academic Course,,The course meets the state definition of a core academic course.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19509,10,19509,,,CoreAcademicCourse,,
519,Class Beginning Time,,An indication of the time of day the class begins.,HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19510,10,19510,,,ClassBeginningTime,,
520,Class Ending Time,,An indication of the time of day the class ends.,HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19511,10,19511,,,ClassEndingTime,,
521,Class Meeting Days,,The day(s) of the week (e.g.," Monday"," Wednesday) that the class meets or an indication that a class meets ""out-of-school"" or ""self-paced"".",Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19512,10,19512,ClassMeetingDays,,
522,Class Period,,An indication of the portion of a typical daily session in which students receive instruction in a specified subject (e.g.," morning"," sixth period"," block period"," or AB schedules).",Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19513,ClassPeriod,,
523,Timetable Day Identifier,,The unique identifier for the locally defined rotation cycle date code when the class meets (e.g.," in a two day schedule"," valid values could be ""A"" and ""B"""," or ""1"" and ""2"").",Alphanumeric - 40 characters maximum,FALSE,"CEDS ""Identifier"" elements reflect the intent of the XSD:Token format"," i.e. a string in which carriage return"," line feed",TimetableDayIdentifier,,
524,Receiving Location of Instruction,,The type of location at which instruction or service takes place.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19515,10,19515,,,ReceivingLocationOfInstruction,,
525,Primary Assignment Indicator,,An indication of whether the assignment is the staff member's primary assignment.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19516,10,19516,,,PrimaryAssignmentIndicator,,
526,Assignment Start Date,,The year," month and day from which the assignment is valid.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19517,10,19517,,AssignmentStartDate,,
527,Assignment End Date,,The last year," month and day on which the assignment is valid.",YYYY-MM-DD,FALSE,All CEDS Exit and End Dates represent the last day of the date range specified," such as the last day that a person was enrolled"," participated"," or received services.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19518,AssignmentEndDate,,
528,Itinerant Teacher,,An indication of whether a teacher provides instruction in more than one instructional site.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19519,10,19519,,,ItinerantTeacher,,
529,First Entry Date into a US School,,The year," month and day of a person's initial enrollment into a United States school.",YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19520,10,19520,,FirstEntryDateIntoUSSchool,,
530,Promotion Reason,,The nature of the student's promotion or progress at the end of a given school term.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19521,10,19521,,,PromotionReason,,
531,Nonpromotion Reason,,The primary reason as to why a staff member determined that a student should not be promoted (or be demoted).,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19522,10,19522,,,NonpromotionReason,,
532,Public School Residence Status,,An indication of the location of a persons legal residence relative to (within or outside) the boundaries of the public school attended and its administrative unit.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19523,10,19523,,,PublicSchoolResidenceStatus,,
533,School Operational Status,,The current status of the school operations," exclusive of scheduled breaks"," holidays"," or other temporary interruptions.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19524,10,SchoolOperationalStatus,,
534,Operational Status Effective Date,,The effective date for a change in operational status.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19525,10,19525,,,OperationalStatusEffectiveDate,,
535,IDEA Educational Environment for School Age,,The setting in which children ages 6 through 21," receive special education and related services.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19526,10,19526,,IDEAEducationalEnvironmentForSchoolAge,,
536,Title III Accountability Progress Status,,An indication of the progress made by a student toward English proficiency.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19527,10,19527,,,TitleIIIAccountabilityProgressStatus,,
